pc,dimension,eigenvalue,prop_variance,pct_variance,cumulative_prop_variance,cumulative_pct_variance
PC216,216,4.019335952963254e-8,4.913613634429406e-11,4.913613634429406e-9,0.9999999995413852,99.99999995413852
PC217,217,3.6345164713362524e-8,4.443174170337717e-11,4.4431741703377166e-9,0.9999999995858169,99.99999995858168
PC218,218,3.296780014564898e-8,4.0302934163385063e-11,4.030293416338507e-9,0.9999999996261199,99.99999996261198
PC219,219,2.8720346943897904e-8,3.5110448586672255e-11,3.511044858667225e-9,0.9999999996612302,99.99999996612303
PC220,220,2.5473528753504074e-8,3.1141233194992755e-11,3.1141233194992756e-9,0.9999999996923715,99.99999996923715
PC221,221,2.3156266783600117e-8,2.830839460097814e-11,2.830839460097814e-9,0.9999999997206799,99.99999997206798
PC222,222,2.1813390533208038e-8,2.666673659316386e-11,2.666673659316386e-9,0.9999999997473467,99.99999997473466
PC223,223,2.081755920155793e-8,2.5449338877210182e-11,2.544933887721018e-9,0.999999999772796,99.9999999772796
PC224,224,1.8679835635068266e-8,2.2835984883946535e-11,2.2835984883946533e-9,0.9999999997956319,99.9999999795632
PC225,225,1.7780286789674784e-8,2.173629191891783e-11,2.1736291918917827e-9,0.9999999998173682,99.99999998173682
PC226,226,1.5627369107467924e-8,1.9104363212063478e-11,1.910436321206348e-9,0.9999999998364726,99.99999998364726
PC227,227,1.5320968020385206e-8,1.8729789755972134e-11,1.8729789755972136e-9,0.9999999998552024,99.99999998552023
PC228,228,1.2863643856002458e-8,1.5725725985333078e-11,1.572572598533308e-9,0.9999999998709281,99.99999998709282
PC229,229,1.1476550669249905e-8,1.4030013043092793e-11,1.4030013043092795e-9,0.9999999998849581,99.99999998849582
PC230,230,1.0014550014469382e-8,1.2242726179057924e-11,1.2242726179057923e-9,0.9999999998972009,99.9999999897201
PC231,231,9.138447134469608e-9,1.1171695763410278e-11,1.117169576341028e-9,0.9999999999083725,99.99999999083725
PC232,232,8.750541203481619e-9,1.069748313384061e-11,1.0697483133840609e-9,0.9999999999190701,99.999999991907
PC233,233,8.095545217931397e-9,9.896754545148408e-12,9.896754545148407e-10,0.9999999999289668,99.99999999289668
PC234,234,6.377363100879916e-9,7.79628740938865e-12,7.79628740938865e-10,0.999999999936763,99.9999999936763
PC235,235,5.9218415454931395e-9,7.239415092289902e-12,7.239415092289901e-10,0.9999999999440025,99.99999999440024
PC236,236,5.529446636207861e-9,6.75971471419054e-12,6.75971471419054e-10,0.9999999999507622,99.99999999507622
PC237,237,4.717795390363939e-9,5.767476027339778e-12,5.767476027339778e-10,0.9999999999565297,99.99999999565297
PC238,238,4.222197967373855e-9,5.161611207058503e-12,5.161611207058503e-10,0.9999999999616913,99.99999999616914
PC239,239,3.8082274909494826e-9,4.6555348300115925e-12,4.655534830011593e-10,0.9999999999663468,99.99999999663468
PC240,240,3.343722557845547e-9,4.0876803885642386e-12,4.0876803885642387e-10,0.9999999999704345,99.99999999704346
PC241,241,3.0853266006714675e-9,3.771792910356317e-12,3.771792910356317e-10,0.9999999999742063,99.99999999742063
PC242,242,2.7019791507835596e-9,3.3031529960679213e-12,3.3031529960679215e-10,0.9999999999775094,99.99999999775095
PC243,243,2.529294061227091e-9,3.0920465296174708e-12,3.0920465296174703e-10,0.9999999999806015,99.99999999806015
PC244,244,2.0926015295749987e-9,2.5581925789425414e-12,2.5581925789425414e-10,0.9999999999831597,99.99999999831597
PC245,245,1.647755762165796e-9,2.0143713473909488e-12,2.014371347390949e-10,0.9999999999851741,99.99999999851741
PC246,246,1.4115195817813424e-9,1.725574060857387e-12,1.7255740608573868e-10,0.9999999999868996,99.99999999868996
PC247,247,1.1848233169162566e-9,1.44843926273381e-12,1.44843926273381e-10,0.9999999999883481,99.99999999883481
PC248,248,1.137443382231184e-9,1.3905175821897113e-12,1.3905175821897114e-10,0.9999999999897387,99.99999999897386
PC249,249,1.0645597767256681e-9,1.3014178199580295e-12,1.3014178199580295e-10,0.9999999999910401,99.999999999104
