chapter,doc_id,actual_section,winner,winner_matches_actual_section,winner_pct_votes_pct,winner_weighted_pct_votes_pct,vote_margin_pct,weighted_vote_margin_pct,winner_dominance_ratio,consensus_strength,elbow_rank,doc_entropy,effective_targets,n_targets
36,Isaiah_36,Isaiah_36_39,Isaiah_36_39,TRUE,75.86206896551724,78.07606263982102,68.9655172413793,69.12751677852349,11,1.827052356627286,1,1.268067353402726,2.4083871973723316,5
37,Isaiah_37,Isaiah_36_39,Isaiah_36_39,TRUE,82.75862068965517,87.02460850111858,75.86206896551724,78.07606263982103,12,1.571976599235626,1,0.9255982359100635,1.8994717240763814,4
38,Isaiah_38,Isaiah_36_39,Isaiah_36_39,TRUE,58.620689655172406,53.24384787472036,44.82758620689655,35.34675615212528,4.25,2.1004148185864953,1,1.8411924330153042,3.5830605728828453,6
39,Isaiah_39,Isaiah_36_39,Isaiah_36_39,TRUE,55.172413793103445,51.23042505592842,41.37931034482759,33.333333333333336,4,2.4800080913251734,1,2.1683258227137787,4.495014665526877,8
40,Isaiah_40,Isaiah_40_55,Isaiah_40_55,TRUE,58.620689655172406,62.639821029082775,44.82758620689655,44.742729306487696,4.25,2.2698149903102993,1,1.9530928639751846,3.872037336411687,7
41,Isaiah_41,Isaiah_40_55,Isaiah_40_55,TRUE,68.96551724137932,73.15436241610739,58.62068965517242,59.73154362416108,6.666666666666667,2.156005523567999,1,1.6444137744409957,3.1262080091735984,7
42,Isaiah_42,Isaiah_40_55,Isaiah_40_55,TRUE,72.41379310344827,77.18120805369126,65.51724137931035,68.23266219239372,10.5,2.006633610184927,1,1.4704407924257112,2.7710654616839467,6
43,Isaiah_43,Isaiah_40_55,Isaiah_40_55,TRUE,65.51724137931035,68.23266219239373,55.172413793103445,58.38926174496643,6.333333333333333,2.134568412045047,1,1.7039978827968274,3.2580254710161247,6
44,Isaiah_44,Isaiah_40_55,Isaiah_40_55,TRUE,79.3103448275862,86.12975391498881,72.41379310344827,82.99776286353467,11.5,1.8237953509164413,1,1.201362892047872,2.299568051155513,6
45,Isaiah_45,Isaiah_40_55,Isaiah_40_55,TRUE,62.06896551724138,67.11409395973155,51.724137931034484,59.50782997762863,6,2.428058224631536,1,1.9678590113991206,3.9118715841285856,8
46,Isaiah_46,Isaiah_40_55,Isaiah_40_55,TRUE,51.724137931034484,53.691275167785236,34.48275862068966,40.49217002237137,3,2.1270646625021676,1,2.0399542912347606,4.112325014170857,6
47,Isaiah_47,Isaiah_40_55,Isaiah_40_55,TRUE,48.275862068965516,49.21700223713646,24.137931034482758,27.293064876957494,2,1.8593460789233098,1,1.9454213962469988,3.851502592055427,5
48,Isaiah_48,Isaiah_40_55,Isaiah_40_55,TRUE,62.06896551724138,63.75838926174497,48.275862068965516,51.67785234899329,4.5,2.1036671672790566,1,1.7609624596749827,3.3892415472829245,6
49,Isaiah_49,Isaiah_40_55,Isaiah_40_55,TRUE,65.51724137931035,71.5883668903803,58.620689655172406,62.63982102908277,9.5,2.279852551755773,1,1.798994003561085,3.479774947416706,7
50,Isaiah_50,Isaiah_40_55,Isaiah_40_55,TRUE,41.37931034482759,40.26845637583892,20.689655172413794,13.422818791946305,2,2.2236300912998814,1,2.4259353050247854,5.37377272064138,8
51,Isaiah_51,Isaiah_40_55,Isaiah_40_55,TRUE,41.37931034482759,41.387024608501115,24.137931034482758,22.595078299776286,2.4,2.4408848015408493,1,2.5604227026072035,5.8988049370570526,9
52,Isaiah_52,Isaiah_40_55,Isaiah_40_55,TRUE,58.620689655172406,59.28411633109619,44.82758620689655,41.38702460850111,4.25,2.1004148185864953,1,1.8411924330153042,3.5830605728828453,6
53,Isaiah_53,Isaiah_40_55,Isaiah_40_55,TRUE,34.48275862068966,33.557046979865774,17.24137931034483,14.541387024608499,2,2.1235057950506095,1,2.622500946047902,6.1581668056467675,8
54,Isaiah_54,Isaiah_40_55,Isaiah_40_55,TRUE,51.724137931034484,53.691275167785236,34.48275862068966,31.319910514541384,3,2.2718380779883662,1,2.1349504119990184,4.392220284110841,7
55,Isaiah_55,Isaiah_40_55,Isaiah_40_55,TRUE,58.620689655172406,62.639821029082775,44.82758620689655,44.742729306487696,4.25,2.2698149903102993,1,1.9530928639751846,3.872037336411687,7
56,Isaiah_56,Isaiah_56_66,Isaiah_56_66,TRUE,51.724137931034484,53.691275167785236,37.931034482758626,39.14988814317674,3.7500000000000004,2.3609456924621073,1,2.1904552559451154,4.564495005426741,7
57,Isaiah_57,Isaiah_56_66,Isaiah_56_66,TRUE,51.724137931034484,53.691275167785236,41.379310344827594,40.26845637583892,5,2.551357892087895,1,2.3023556869049955,4.932625258036597,8
58,Isaiah_58,Isaiah_56_66,Isaiah_56_66,TRUE,58.620689655172406,62.639821029082775,37.93103448275862,41.61073825503357,2.833333333333333,2.1251704965618865,1,1.858096743210927,3.6252908470761596,7
59,Isaiah_59,Isaiah_56_66,Isaiah_56_66,TRUE,62.06896551724138,63.534675615212535,51.724137931034484,50.11185682326622,6,2.428058224631536,1,1.9678590113991206,3.9118715841285856,8
60,Isaiah_60,Isaiah_56_66,Isaiah_56_66,TRUE,72.41379310344827,71.14093959731544,55.172413793103445,52.12527964205817,4.2,1.6729285436786006,1,1.2080393967554763,2.3102346555561626,4
61,Isaiah_61,Isaiah_56_66,Isaiah_56_66,TRUE,51.724137931034484,53.691275167785236,37.931034482758626,35.79418344519015,3.7500000000000004,2.4322639014064316,1,2.2333901696636165,4.702376876052434,8
62,Isaiah_62,Isaiah_56_66,Isaiah_56_66,TRUE,58.620689655172406,59.28411633109619,48.275862068965516,45.86129753914988,5.666666666666666,2.189366532074273,1,1.901031656929428,3.7348017311855246,6
63,Isaiah_63,Isaiah_56_66,Isaiah_56_66,TRUE,44.827586206896555,44.742729306487696,31.03448275862069,30.425055928411638,3.25,2.4621276041441793,1,2.4574468109840844,5.4924385015524,8
64,Isaiah_64,Isaiah_56_66,Isaiah_56_66,TRUE,72.41379310344827,71.14093959731544,58.62068965517242,53.24384787472036,5.25,1.8236718880326714,1,1.3325097579429526,2.5184040358546413,5
65,Isaiah_65,Isaiah_56_66,Isaiah_56_66,TRUE,55.172413793103445,58.165548098433995,41.37931034482759,40.268456375838916,4,2.3219689928113967,1,2.0733297019495214,4.208568799470656,7
66,Isaiah_66,Isaiah_56_66,Isaiah_56_66,TRUE,68.96551724137932,76.0626398210291,58.62068965517242,66.2192393736018,6.666666666666667,2.055366055256139,1,1.5754482571996165,2.9802807801214017,6
