doc_id,neighbor_doc_id,similarity,rank,author,author_code,short_name,source_chapter,source_title,target_book,target_chapter,target_header,mosiah_priority,mosiah_priority_label
JS-14,Mosiah_12,0.8930542014224574,11,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",Mosiah,12,Mosiah 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-14,2_Nephi_13,0.8917277441430291,12,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",2 Nephi,13,2 Nephi 13,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-14,Mormon_9,0.891561367297108,13,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",Mormon,9,Mormon 9,MP-2,MP-2_3Nephi_to_Moroni
JS-14,1_Nephi_22,0.8914798434483227,14,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",1 Nephi,22,1 Nephi 22,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-14,1_Nephi_21,0.8899496030211036,15,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",1 Nephi,21,1 Nephi 21,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-14,Ether_4,0.8895778205641643,16,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",Ether,4,Ether 4,MP-2,MP-2_3Nephi_to_Moroni
JS-14,3_Nephi_24,0.8870737516077818,17,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",3 Nephi,24,3 Nephi 24,MP-2,MP-2_3Nephi_to_Moroni
JS-14,2_Nephi_28,0.8866367395144771,18,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",2 Nephi,28,2 Nephi 28,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-14,Helaman_12,0.8858610684689338,19,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",Helaman,12,Helaman 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-14,3_Nephi_20,0.8850872766104955,20,Joseph Smith,JS,JS-14,14,"""Appendix 5, Document 8. Blessing to Sidney Rigdon, 2 October 1835,"" The Joseph Smith Papers website, accessed July 23, 2024",3 Nephi,20,3 Nephi 20,MP-2,MP-2_3Nephi_to_Moroni
OC-1,Jacob_1,0.9257991109599981,1,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Jacob,1,Jacob 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,Alma_26,0.924950089337849,2,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Alma,26,Alma 26,MP-1,MP-1_Mosiah_Alma_Helaman
OC-1,Jacob_4,0.9237089477621706,3,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Jacob,4,Jacob 4,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,Mosiah_7,0.9231549923318241,4,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
OC-1,Omni_1,0.9204577082024701,5,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Omni,1,Omni 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,Enos_1,0.9198387944014553,6,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Enos,1,Enos 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,Alma_42,0.9187275513737281,7,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
OC-1,Alma_40,0.9183965162108528,8,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Alma,40,Alma 40,MP-1,MP-1_Mosiah_Alma_Helaman
OC-1,Words_of_Mormon_1,0.913377766235239,9,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Words of Mormon,1,Words of Mormon 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,Alma_22,0.9130731034187327,10,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Alma,22,Alma 22,MP-1,MP-1_Mosiah_Alma_Helaman
OC-1,1_Nephi_15,0.9119293067658227,11,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",1 Nephi,15,1 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,Mosiah_27,0.9115450771794901,12,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Mosiah,27,Mosiah 27,MP-1,MP-1_Mosiah_Alma_Helaman
OC-1,Alma_10,0.9110592181809865,13,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Alma,10,Alma 10,MP-1,MP-1_Mosiah_Alma_Helaman
OC-1,1_Nephi_19,0.9109278468660204,14,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",1 Nephi,19,1 Nephi 19,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,Alma_27,0.9091649931370155,15,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Alma,27,Alma 27,MP-1,MP-1_Mosiah_Alma_Helaman
OC-1,Alma_36,0.9086639802276041,16,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Alma,36,Alma 36,MP-1,MP-1_Mosiah_Alma_Helaman
OC-1,Jacob_5,0.9082186630801519,17,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",Jacob,5,Jacob 5,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,2_Nephi_33,0.9079125889467475,18,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",2 Nephi,33,2 Nephi 33,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,1_Nephi_14,0.9073188442769458,19,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",1 Nephi,14,1 Nephi 14,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-1,2_Nephi_1,0.9066287066320685,20,Oliver Cowdery,OC,OC-1,1,"Letter to WW Phelps, Letter 1, September 7 1834",2 Nephi,1,2 Nephi 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-2,Mosiah_27,0.9489736438811053,1,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Mosiah,27,Mosiah 27,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Mosiah_7,0.9471096511153528,2,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Mosiah_18,0.9437207368730133,3,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Mosiah,18,Mosiah 18,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Alma_22,0.941112500530877,4,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Alma,22,Alma 22,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Alma_10,0.9410565252035571,5,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Alma,10,Alma 10,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Alma_46,0.9360113734952779,6,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Alma,46,Alma 46,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Mosiah_23,0.9356311834660224,7,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Mosiah,23,Mosiah 23,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Alma_42,0.9352728258607163,8,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Alma_27,0.9350431604745423,9,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Alma,27,Alma 27,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,1_Nephi_15,0.9329146074782972,10,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",1 Nephi,15,1 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-2,Alma_17,0.9328302657352024,11,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Alma,17,Alma 17,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Ether_13,0.932147005899658,12,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Ether,13,Ether 13,MP-2,MP-2_3Nephi_to_Moroni
OC-2,Jacob_4,0.9308111053404202,13,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Jacob,4,Jacob 4,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-2,2_Nephi_2,0.9307802486052639,14,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",2 Nephi,2,2 Nephi 2,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-2,Alma_51,0.9307466209892072,15,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Alma,51,Alma 51,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,2_Nephi_9,0.930308946243943,16,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",2 Nephi,9,2 Nephi 9,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-2,Mosiah_8,0.930123314369454,17,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Mosiah,8,Mosiah 8,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Alma_11,0.9299678426939896,18,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Alma,11,Alma 11,MP-1,MP-1_Mosiah_Alma_Helaman
OC-2,Omni_1,0.9289594600277344,19,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Omni,1,Omni 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-2,Alma_47,0.9285249444136028,20,Oliver Cowdery,OC,OC-2,2,"Letter to WW Phelps, Letter 2, November 1834. LDS Messenger and Advocate Vol 1, No 2",Alma,47,Alma 47,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Mosiah_7,0.95264016937561,1,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Mosiah_27,0.9454016094017461,2,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Mosiah,27,Mosiah 27,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Alma_10,0.9417780042859795,3,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Alma,10,Alma 10,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Alma_42,0.9321783563984958,4,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,1_Nephi_15,0.9309566525182064,5,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",1 Nephi,15,1 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-3,Omni_1,0.9307720645739063,6,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Omni,1,Omni 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-3,Enos_1,0.9284126759629729,7,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Enos,1,Enos 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-3,Alma_36,0.92605173006244,8,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Alma,36,Alma 36,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Alma_22,0.9195797113904799,9,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Alma,22,Alma 22,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,3_Nephi_5,0.9194561166279599,10,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",3 Nephi,5,3 Nephi 5,MP-2,MP-2_3Nephi_to_Moroni
OC-3,Alma_40,0.9189846882634001,11,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Alma,40,Alma 40,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Alma_11,0.9185643787457887,12,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Alma,11,Alma 11,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Helaman_2,0.9179517227115632,13,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Helaman,2,Helaman 2,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,1_Nephi_14,0.9176667200643054,14,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",1 Nephi,14,1 Nephi 14,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-3,Jacob_1,0.9171176833389053,15,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Jacob,1,Jacob 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-3,1_Nephi_19,0.9167889733401048,16,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",1 Nephi,19,1 Nephi 19,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-3,Alma_8,0.9159919666164567,17,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Alma,8,Alma 8,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Mosiah_18,0.9151881423686111,18,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Mosiah,18,Mosiah 18,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Mosiah_29,0.9131134807418472,19,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Mosiah,29,Mosiah 29,MP-1,MP-1_Mosiah_Alma_Helaman
OC-3,Alma_30,0.9129403390841685,20,Oliver Cowdery,OC,OC-3,3,"Letter to WW Phelps, Letter 3, December 1834. LDS Messenger and Advocate Vol 1, No 3",Alma,30,Alma 30,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Mosiah_27,0.9452667744061778,1,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Mosiah,27,Mosiah 27,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Mosiah_7,0.9427852236357837,2,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_46,0.9387240910730905,3,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,46,Alma 46,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Mosiah_29,0.9374032938237037,4,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Mosiah,29,Mosiah 29,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_12,0.9345464098912382,5,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,12,Alma 12,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Helaman_2,0.9339133206805226,6,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Helaman,2,Helaman 2,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_10,0.9324424805854479,7,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,10,Alma 10,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_47,0.9315718223876894,8,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,47,Alma 47,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_13,0.9309235567998231,9,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,13,Alma 13,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_42,0.9286879391789664,10,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_1,0.9263334382066446,11,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,1,Alma 1,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Mosiah_18,0.9262784812760163,12,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Mosiah,18,Mosiah 18,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Helaman_1,0.9236439459348356,13,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Helaman,1,Helaman 1,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_17,0.9226074087186455,14,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,17,Alma 17,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Ether_13,0.9211545210094352,15,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Ether,13,Ether 13,MP-2,MP-2_3Nephi_to_Moroni
OC-4,Alma_8,0.9208741642588821,16,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,8,Alma 8,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_19,0.9200419536603079,17,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,19,Alma 19,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_22,0.9186885310656697,18,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,22,Alma 22,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_50,0.9186576429800739,19,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,50,Alma 50,MP-1,MP-1_Mosiah_Alma_Helaman
OC-4,Alma_51,0.9171674860269371,20,Oliver Cowdery,OC,OC-4,4,"Letter to WW Phelps, Letter 4, February 1835. LDS Messenger and Advocate Vol 1, No 5",Alma,51,Alma 51,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Mosiah_27,0.9544917869278471,1,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Mosiah,27,Mosiah 27,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Alma_42,0.9511911026198255,2,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Mosiah_7,0.9461027837670136,3,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Alma_22,0.9454891941918512,4,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Alma,22,Alma 22,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Alma_27,0.9404581568864835,5,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Alma,27,Alma 27,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Mosiah_18,0.9385579725345751,6,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Mosiah,18,Mosiah 18,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,1_Nephi_15,0.936496294844672,7,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",1 Nephi,15,1 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-5,Mosiah_23,0.9355032715919457,8,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Mosiah,23,Mosiah 23,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,3_Nephi_1,0.9345304372278482,9,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",3 Nephi,1,3 Nephi 1,MP-2,MP-2_3Nephi_to_Moroni
OC-5,Alma_30,0.9330200938342945,10,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Alma,30,Alma 30,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Alma_17,0.932802939998025,11,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Alma,17,Alma 17,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Mosiah_29,0.9322785859328909,12,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Mosiah,29,Mosiah 29,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Alma_10,0.9306585962906243,13,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Alma,10,Alma 10,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Mosiah_24,0.9303438214079189,14,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Mosiah,24,Mosiah 24,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,3_Nephi_5,0.9299121172316275,15,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",3 Nephi,5,3 Nephi 5,MP-2,MP-2_3Nephi_to_Moroni
OC-5,Ether_8,0.9286897060607915,16,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Ether,8,Ether 8,MP-2,MP-2_3Nephi_to_Moroni
OC-5,Alma_9,0.927015933945959,17,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Alma,9,Alma 9,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,Alma_50,0.9265336556063242,18,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Alma,50,Alma 50,MP-1,MP-1_Mosiah_Alma_Helaman
OC-5,2_Nephi_9,0.9264124480392194,19,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",2 Nephi,9,2 Nephi 9,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-5,Ether_13,0.9256389820386955,20,Oliver Cowdery,OC,OC-5,5,"Letter to WW Phelps, Letter 5, March 1835. LDS Messenger and Advocate Vol 1, No 6",Ether,13,Ether 13,MP-2,MP-2_3Nephi_to_Moroni
