pc,dimension,eigenvalue,prop_variance,pct_variance,cumulative_prop_variance,cumulative_pct_variance
PC375,375,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC376,376,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC377,377,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC378,378,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC379,379,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC380,380,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC381,381,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC382,382,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC383,383,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC384,384,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC385,385,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC386,386,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC387,387,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
