source_doc,short_name,source_header,target_corpus,votes,weighted_votes,mean_similarity,max_similarity,pct_votes,weighted_pct_votes
SR-7,SR-7,"Series of 14 articles from Evening and Morning Star (Vol II, 20: Kirtland, OH May 1834) titled Millenium",KJV,5,4.658741076134569,0.9317482152269139,0.9436984532882688,0.25,0.24995336609044838
SR-7,SR-7,"Series of 14 articles from Evening and Morning Star (Vol II, 20: Kirtland, OH May 1834) titled Millenium",BOC,2,1.8600962244434622,0.9300481122217311,0.933499814056207,0.1,0.09979891669307868
SR-8,SR-8,"Series of 14 articles from Evening and Morning Star (Vol II, 21: Kirtland, OH June 1834) titled Millenium",DC,9,8.489195475507973,0.9432439417231082,0.9567151690858078,0.45,0.4507332486567286
SR-8,SR-8,"Series of 14 articles from Evening and Morning Star (Vol II, 21: Kirtland, OH June 1834) titled Millenium",KJV,7,6.582253663711606,0.9403219519588009,0.9481838742049161,0.35,0.34948430459481883
SR-8,SR-8,"Series of 14 articles from Evening and Morning Star (Vol II, 21: Kirtland, OH June 1834) titled Millenium",BOM,3,2.8037191124308283,0.9345730374769428,0.9385573904778662,0.15,0.14886327302897787
SR-8,SR-8,"Series of 14 articles from Evening and Morning Star (Vol II, 21: Kirtland, OH June 1834) titled Millenium",BOC,1,0.9590213733825828,0.9590213733825828,0.9590213733825828,0.05,0.05091917371947469
SR-9,SR-9,"Series of 14 articles from Evening and Morning Star (Vol II, 22: Kirtland, OH July 1834) titled Millenium",BOM,10,9.343057588944829,0.934305758894483,0.9446672853637529,0.5,0.49831341083790726
SR-9,SR-9,"Series of 14 articles from Evening and Morning Star (Vol II, 22: Kirtland, OH July 1834) titled Millenium",DC,7,6.6028687295143715,0.9432669613591959,0.9499931537872294,0.35,0.3521650173506915
SR-9,SR-9,"Series of 14 articles from Evening and Morning Star (Vol II, 22: Kirtland, OH July 1834) titled Millenium",BOC,2,1.8649364865676308,0.9324682432838154,0.9339252234082874,0.1,0.09946667381320652
SR-9,SR-9,"Series of 14 articles from Evening and Morning Star (Vol II, 22: Kirtland, OH July 1834) titled Millenium",KJV,1,0.9384973079883984,0.9384973079883984,0.9384973079883984,0.05,0.05005489799819474
